"ID_ARTICLE","ID_SAMPLE","id_effect","Authors","PublicationYear","PublicationType","Country","GGGI","GeoArea","SchoolLevel","GradeM","MeanAge_months","TaskName","Standardized","Computerized","IndexName","ScoreType","ScoreSign","MathContent","N","male_N","fem_N","male_mean","male_sd","fem_mean","fem_sd","eff","vi","vi_0","lb","ub"
984,"984_1",658,"Lemos et al., 2013",2013,1,"Portugal",0.734923076923077,"CentralEurope",NA,NA,162,"Numerical Reasoning from Reasoning Test Battery",1,"0","Accuracy","Raw",1,"BasicNumeracy",1714,828,886,8.77,3.96,8.45,3.52,0.0855839874234074,0.00233853434345394,0.0023363976401566,-0.00926370184029375,0.180431676687108
984,"984_2",659,"Lemos et al., 2013",2013,1,"Portugal",0.734923076923077,"CentralEurope",NA,NA,203,"Numerical Reasoning from Reasoning Test Battery",1,"0","Accuracy","Raw",1,"BasicNumeracy",1519,736,783,10,3.6,8.5,3.43,0.426937613444319,0.00269583345342645,0.0026358348603476,0.325092356894845,0.528782869993793
3569,"3569_1",660,"Levy et al., 2021",2021,1,"Israel",0.710461538461538,"MiddleEast","4.High",9,177,"Woodcockâ€“Johnson Tests of Achievement/ Numerical performance",1,"0","Accuracy","Raw",1,"BroadMathematics",127,59,68,102.38,16.42,96.42,15.31,0.376388117689164,0.0322127829864069,0.0316550348953141,0.0212311720137275,0.7315450633646
996,"996_1",661,"Li, Robinson et al., 2013",2013,1,"Australia",0.735230769230769,"EastAsia&Oceania",NA,NA,120,"WALNA",1,"0","Accuracy","Raw",1,"NationalTest",1037,521,516,403,111,391,101,0.113056111680331,0.00386353311059984,0.00385737029266914,-0.00891236381557639,0.235024587176238
3352,"3352_1",662,"Lima et al., 2020",2020,1,"Denmark",0.775307692307692,"NorthEurope","2.Primary",3,NA,NA,1,"1","Accuracy","Raw",1,"BroadMathematics",550,237,313,168.75,71.69,164.94,58.83,0.0589031370897838,0.00741745162484963,0.00741429746161416,-0.110270312267718,0.228076586447285
82,"82_1",663,"Lindsay-Brown, 2010",2010,0,"United States",0.739076923,"NorthAmerica","2.Primary",4,NA,"Palmetto achievement challenge test (math subtest)",1,"0","Accuracy","Raw",1,"NationalTest",202,128,74,405.2,14.5,405.2,10.6,0,0.0213260135135135,0.0213260135135135,-0.287947108097509,0.287947108097509
2157,"2157_1",664,"Lindsay-Harewood, 2017",2017,0,"United States",0.739076923,"NorthAmerica","3.Middle",6,NA,"Math section of the 2014 NJ ASK",1,"0","Accuracy","Raw",1,"NationalTest",466,233,233,218.74,25.16,230.69,20.21,-0.523672277387393,0.00887793203230054,0.00858369098712446,-0.708826418194907,-0.338518136579879
2157,"2157_2",665,"Lindsay-Harewood, 2017",2017,0,"United States",0.739076923,"NorthAmerica","3.Middle",7,NA,"Math section of the 2014 NJ ASK",1,"0","Accuracy","Raw",1,"NationalTest",454,248,206,219.19,32.94,239,35.04,-0.584218364731195,0.00926252027594835,0.00888662699655496,-0.773353405865247,-0.395083323597143
2157,"2157_3",666,"Lindsay-Harewood, 2017",2017,0,"United States",0.739076923,"NorthAmerica","3.Middle",8,NA,"Math section of the 2014 NJ ASK",1,"0","Accuracy","Raw",1,"NationalTest",423,212,211,225,25.56,235.17,19.42,-0.447903331922373,0.00969345402537682,0.00945631762496647,-0.641425967169791,-0.254380696674955
2200,"2200_1",667,"Ling, 2017",2017,1,"Singapore",0.710923076923077,"EastAsia&Oceania","4.High",9,179,"PSLE",1,"0","Accuracy","Raw",1,"NationalTest",1572,749,823,3.12,1.08,3.09,1.08,0.027777777777778,0.0025504257347398,0.00255018031332177,-0.0712800824169441,0.1268356379725
3535,"3535_1",668,"Litster et al., 2021",2021,1,"United States",0.739076923,"NorthAmerica",NA,5,NA,NA,0,"0","Accuracy","Raw",1,"BroadMathematics",187,94,93,2.65,1.49,2.71,1.91,-0.0350509355333683,0.0213942709857785,0.0213909860443834,-0.323597975036401,0.253496103969664
2988,"2988_1",669,"Lombardi et al., 2019",2019,1,"United States",0.739076923,"NorthAmerica","2.Primary",5,130,"Standardized math items about base numerical and algebraic problem solving skills (items from TIMMS. NAEP and MCAS)",0,"0","Accuracy","Raw",1,"NationalTest",553,265,288,0.58,0.23,0.54,0.23,0.173913043478261,0.00727315409595843,0.0072458071278826,0.00639521222911452,0.341430874727407
2988,"2988_1",670,"Lombardi et al., 2019",2019,1,"United States",0.739076923,"NorthAmerica","3.Middle",6,NA,"Standardized math items about base numerical and algebraic problem solving skills (including TIMMS. NAEP and MCAS)",0,"0","Accuracy","Raw",1,"NationalTest",553,265,288,0.52,0.22,0.49,0.21,0.139632707577988,0.00726343578342108,0.0072458071278826,-0.0277731684720909,0.307038583628068
2988,"2988_1",671,"Lombardi et al., 2019",2019,1,"United States",0.739076923,"NorthAmerica","3.Middle",7,NA,"Standardized math items about base numerical and algebraic problem solving skills (items from  TIMMS. NAEP and MCAS)",0,"0","Accuracy","Raw",1,"NationalTest",553,265,288,0.56,0.23,0.46,0.23,0.434782608695652,0.00741672567835656,0.0072458071278826,0.265619461899248,0.603945755492056
2988,"2988_1",672,"Lombardi et al., 2019",2019,1,"United States",0.739076923,"NorthAmerica","2.Primary",5,130,"Woodstock Johnson Arithmetic Fluency subtests",1,"0","Accuracy","Raw",1,"Computation",553,265,288,147.14,38.77,144.74,41.66,0.0595515972802271,0.00724901363126291,0.0072458071278826,-0.107687997084829,0.226791191645283
954,"954_1",673,"Lonnemann et al., 2013",2013,1,"Germany",0.777615384615385,"CentralEurope","1.KindergartenPreschool",0,70,NA,0,"0","Accuracy","Raw",1,"BroadMathematics",1094,524,570,78.1,17.7,72.4,18.4,0.315472640604323,0.00370826873733177,0.00366278291147717,0.195987352107768,0.434957929100878
657,"657_1",674,"Ly et al., 2012",2012,1,"United States",0.739076923,"NorthAmerica","2.Primary",1.5,89,"Sub-test of WJ III",1,"0","Accuracy","Raw",1,"Computation",207,103,104,127.89,14.29,125.83,16.05,0.135528210522767,0.0193684893776447,0.0193241224794623,-0.138845527298778,0.409901948344312
530,"530_1",675,"M. H. Jones, Irvin, et al., 2012",2012,1,"United States",0.739076923,"NorthAmerica","4.High",10,NA,NA,1,"0","Accuracy","Raw",1,"BroadMathematics",1049,456,593,45.68,8.64,44.88,7.97,0.0967604765999389,0.00388378572318042,0.00387932309694979,-0.0255256253899348,0.219046578589813
1332,"1332_1",676,"M.-T. Wang & Kenny, 2014",2014,1,"United States",0.739076923,"NorthAmerica","3.Middle",6,150,"Michigan study of adolescent life transitions",0,"0","Accuracy","Raw",1,"NationalTest",1200,588,612,4.35,1.23,4.21,1.38,0.106980266377659,0.00333943585746102,0.00333466720021342,-0.0063961963394583,0.220356729094775
3315,"3315_1",677,"Macdonald et al., 2020",2020,1,"Australia",0.735230769230769,"EastAsia&Oceania","2.Primary",1,81,"Wechsler Individual Achievement Test 2nd Edition (WIAT-II) Australian Standardised Edition",1,"0","Accuracy","Raw",1,"BroadMathematics",55,25,30,97.8,17.06,90.53,15.2,0.452425077805091,0.0751941374335783,0.0733333333333333,-0.0971150534801284,1.00196520909031
3315,"3315_1",678,"Macdonald et al., 2020",2020,1,"Australia",0.735230769230769,"EastAsia&Oceania","2.Primary",1,81,"Wechsler Individual Achievement Test 2nd Edition (WIAT-II) Australian Standardised Edition",1,"0","Accuracy","Raw",1,"Computation",55,25,30,95.56,15.93,93.93,14.33,0.108121873222383,0.0734396091466889,0.0733333333333333,-0.434969120345066,0.651212866789831
3315,"3315_1",679,"Macdonald et al., 2020",2020,1,"Australia",0.735230769230769,"EastAsia&Oceania","2.Primary",1,81,"Wechsler Individual Achievement Test 2nd Edition (WIAT-II) Australian Standardised Edition",1,"0","Accuracy","Raw",1,"BroadMathematics",55,25,30,97.48,16.52,92.7,14.71,0.307282154515933,0.0741917180831875,0.0733333333333333,-0.238582704048355,0.853147013080222
2798,"2798_1",680,"Mainali, 2019",2019,1,"United States",0.739076923,"NorthAmerica","4.High",11,NA,"Geometry test",0,"0","Accuracy","Raw",1,"BroadMathematics",161,66,95,43.2,12.33,49.98,9.32,-0.636394502696514,0.0269355885902508,0.0256778309409888,-0.960501295356663,-0.312287710036366
3394,"3394_1",681,"Malik, 2020",2020,1,"United States",0.739076923,"NorthAmerica","2.Primary",4,NA,"Evaluate",1,"0","Accuracy","Raw",1,"BroadMathematics",35,13,22,304.63,47.52,322.86,35.67,-0.451422669764088,0.125288799903007,0.122377622377622,-1.17000287900703,0.267157539478855
1213,"1213_1",682,"Marquis, 2014",2014,0,"Canada",0.754,"NorthAmerica",NA,5.5,126,"Wide Range Achievement Testâ€”Fourth Edition (WRAT4) - math",1,"0","Accuracy","Raw",1,"Computation",34,15,19,85.53,8.14,84.32,9.27,0.137601469409964,0.119576689207914,0.119298245614035,-0.565145888034375,0.840348826854302
1213,"1213_1",683,"Marquis, 2014",2014,0,"Canada",0.754,"NorthAmerica",NA,5.5,126,"Wide Range Achievement Testâ€”Fourth Edition (WRAT4) - math",1,"0","Accuracy","Raw",1,"Computation",34,15,19,88.27,10.5,84.68,12.39,0.309454092152176,0.120706507895649,0.119298245614035,-0.396605409323949,1.0155135936283
1213,"1213_2",684,"Marquis, 2014",2014,0,"Canada",0.754,"NorthAmerica",NA,5.5,126,"Wide Range Achievement Testâ€”Fourth Edition (WRAT4) - math",1,"0","Accuracy","Raw",1,"Computation",30,13,17,87.46,13.07,86.82,8.95,0.0586727645564223,0.135803981223187,0.135746606334842,-0.693937142831518,0.811282671944363
2188,"2188_1",685,"Marsing, 2017",2017,0,"United States",0.739076923,"NorthAmerica","3.Middle",7,NA,"2008 CAT/6 Seventh-Grade Mathematics",1,"0","Accuracy","Raw",1,"NationalTest",31568,16424,15144,64.66,20.85,64.78,19.72,-0.00590674550990086,0.000126919812405952,0.000126919259795041,-0.0279882903465317,0.0161747993267299
480,"480_1",686,"Mattern et al., 2012",2012,1,"United States",0.739076923,"NorthAmerica","5.UniversityAdults",14,NA,"SAT",1,"0","Accuracy","Raw",1,"NationalTest",70840,34572,36268,610,92,562,90,0.52757948880341,5.84622263160309e-05,5.64976574495285e-05,0.512593231450034,0.542565746156786
957,"957_1",687,"May et al., 2013",2013,1,"Australia",0.735230769230769,"EastAsia&Oceania","2.Primary",3,NA,"Numerical Operations subtest from WIAT II Australian Version",1,"0","Accuracy","Raw",1,"Computation",60,30,30,99.27,15.98,96.67,10.99,0.189589070361541,0.0669662001300046,0.0666666666666667,-0.328044566967239,0.707222707690321
3114,"3114_1",688,"McCunn & Cilli-Turner, 2020",2020,1,"United States",0.739076923,"NorthAmerica",NA,NA,252,"Calculus Concepts Inventory",1,"0","Accuracy","Raw",1,"AdvancedMaths",16,8,8,9.63,4.47,7.75,3.45,0.470858628434315,0.256928370249095,0.25,-0.603681135729269,1.5453983925979
2128,"2128_1",689,"McEwen, 2017",2017,0,"United States",0.739076923,"NorthAmerica","3.Middle",8,NA,"The Mississippi Curriculum Test, Second Edition (MCT2)",0,"0","Accuracy","Raw",1,"AdvancedMaths",221,114,107,705.63,19.54,701.51,19.45,0.211320086344413,0.0182187562960273,0.0181177242170848,-0.0546864328649517,0.477326605553777
903,"903_1",690,"McKay, 2013",2013,0,"Belize",0.671076923076923,"SouthAmerica","3.Middle",8,NA,"BPSE math",1,"0","Accuracy","Raw",1,"BroadMathematics",477,222,255,48.6,22.29,50.1,21.985,-0.0677891702422592,0.00843089008332041,0.00842607313195549,-0.248210615485215,0.112632275000697
2890,"2890_1",691,"McKinnon, 2019",2019,0,"United States",0.739076923,"NorthAmerica","2.Primary",5,NA,"Grade 5 State of Texas Assessments of Academic Readiness Mathematics test score",1,"0","Accuracy","Raw",1,"NationalTest",622,314,308,1597.6,136.03,1612.55,137.64,-0.109260002666886,0.00644106288314651,0.00643146662254943,-0.266866007131126,0.0483460017973528
2890,"2890_2",692,"McKinnon, 2019",2019,0,"United States",0.739076923,"NorthAmerica","2.Primary",5,NA,"Grade 5 State of Texas Assessments of Academic Readiness Mathematics test score",1,"0","Accuracy","Raw",1,"NationalTest",715,340,375,1622.35,150.13,1604.15,127.76,0.131080378673972,0.00561985856779568,0.0056078431372549,-0.0160988649658498,0.278259622313793
532,"532_1",693,"Medrano, 2012",2012,0,"United States",0.739076923,"NorthAmerica","2.Primary",4,NA,"TAKS Mathematics",1,"0","Accuracy","Raw",1,"NationalTest",140,84,56,71.13,16.3,58.22,16.02,0.797455740061928,0.0320331035381823,0.0297619047619048,0.443606735112582,1.15130474501127
532,"532_2",694,"Medrano, 2012",2012,0,"United States",0.739076923,"NorthAmerica","2.Primary",4,NA,"TAKS Mathematics",1,"0","Accuracy","Raw",1,"NationalTest",83,43,40,57.61,16.82,56.44,14.92,0.0734302295999364,0.0482882958728805,0.0482558139534884,-0.363635687139234,0.510496146339107
532,"532_1",695,"Medrano, 2012",2012,0,"United States",0.739076923,"NorthAmerica","2.Primary",4,NA,"TAKS Mathematics",1,"0","Accuracy","Raw",1,"NationalTest",141,85,56,70.31,17.17,59.39,16.92,0.639661963961136,0.0310727970662285,0.0296218487394958,0.291178806322365,0.988145121599907
532,"532_2",696,"Medrano, 2012",2012,0,"United States",0.739076923,"NorthAmerica","2.Primary",4,NA,"TAKS Mathematics",1,"0","Accuracy","Raw",1,"NationalTest",88,46,42,76.54,11.94,74.76,12.68,0.144734913402386,0.0456676780804291,0.0455486542443064,-0.279948875289377,0.569418702094149
532,"532_1",697,"Medrano, 2012",2012,0,"United States",0.739076923,"NorthAmerica","2.Primary",4,NA,"TAKS Mathematics",1,"0","Accuracy","Raw",1,"NationalTest",141,85,56,66.96,17.14,62.25,16.81,0.276892852326098,0.0298937269369046,0.0296218487394958,-0.0649146969787865,0.618700401630983
532,"532_2",698,"Medrano, 2012",2012,0,"United States",0.739076923,"NorthAmerica","2.Primary",4,NA,"TAKS Mathematics",1,"0","Accuracy","Raw",1,"NationalTest",88,46,42,78.27,12.47,75.43,13.38,0.219953172678667,0.0458235371884622,0.0455486542443064,-0.205454699870791,0.645361045228124
532,"532_1",699,"Medrano, 2012",2012,0,"United States",0.739076923,"NorthAmerica","2.Primary",4,NA,"TAKS Mathematics",1,"0","Accuracy","Raw",1,"NationalTest",141,85,56,64.58,15.73,54.65,15.26,0.638760703196234,0.0310687112783176,0.0296218487394958,0.290300457480676,0.987220948911792
532,"532_2",700,"Medrano, 2012",2012,0,"United States",0.739076923,"NorthAmerica","2.Primary",4,NA,"TAKS Mathematics",1,"0","Accuracy","Raw",1,"NationalTest",88,46,42,73.93,12.38,68.67,14.63,0.389643167376327,0.0464112780959147,0.0455486542443064,-0.0384841916413485,0.817770526394001
532,"532_1",701,"Medrano, 2012",2012,0,"United States",0.739076923,"NorthAmerica","2.Primary",4,NA,"TAKS Mathematics",1,"0","Accuracy","Raw",1,"NationalTest",141,85,56,61.52,15.68,54.74,13.57,0.455616964234307,0.0303579722079287,0.0296218487394958,0.111165529184792,0.800068399283822
532,"532_2",702,"Medrano, 2012",2012,0,"United States",0.739076923,"NorthAmerica","2.Primary",4,NA,"TAKS Mathematics",1,"0","Accuracy","Raw",1,"NationalTest",88,46,42,65.89,15.35,61.75,14.07,0.280608998038558,0.0459960486180576,0.0455486542443064,-0.145598886731163,0.70681688280828
247,"247_1",703,"Mendiburo et al., 2011",2011,0,"United States",0.739076923,"NorthAmerica","2.Primary",5,NA,NA,0,"0","Accuracy","Raw",1,"AdvancedMaths",67,28,39,8.33,2.68,6.03,3.39,0.73841253464448,0.0654243641263568,0.0613553113553114,0.227869788805784,1.24895528048317
3454,"3454_1",704,"Mensah & Nabie, 2021",2021,1,"Ghana",0.682692307692308,"Africa","4.High",11,NA,"GAT POST post test score",1,"0","Accuracy","Raw",1,"Geometry",40,16,24,23.75,7.42,17.38,7.38,0.861297872721307,0.113439591986095,0.104166666666667,0.180583623309205,1.54201212213341
3487,"3487_1",705,"Meyer, 2021",2021,0,"United States",0.739076923,"NorthAmerica",NA,5.5,NA,"Smarter Balanced Assessment Consortium (SBAC) - math",0,"1","Accuracy","Raw",1,"BroadMathematics",86,45,41,-0.419,0.882,-0.338,0.769,-0.0975772975154512,0.046667822688559,0.0466124661246612,-0.527025487077616,0.331870892046713
3487,"3487_2",706,"Meyer, 2021",2021,0,"United States",0.739076923,"NorthAmerica",NA,5.5,NA,"Smarter Balanced Assessment Consortium (SBAC) - math",0,"1","Accuracy","Raw",1,"BroadMathematics",123,63,60,0.011,1022,-0.044,0.966,7.51810608348047e-05,0.0325396825626589,0.0325396825396825,-0.356990992548339,0.357141354670009
1204,"1204_1",707,"Mingle, 2014",2014,0,"United States",0.739076923,"NorthAmerica","3.Middle",8,162,"Large Midwestern Achievement Test LMAT",0,"0","Accuracy","Raw",1,"NationalTest",101,49,52,68,18,62,14,0.373499817494452,0.0403295370191862,0.0396389324960754,-0.0248773129171919,0.771876947906096
1204,"1204_2",708,"Mingle, 2014",2014,0,"United States",0.739076923,"NorthAmerica","3.Middle",7,162,"SAT",0,"0","Accuracy","Raw",1,"NationalTest",112,52,60,26,18,23,17,0.171715534736071,0.0360290708298899,0.0358974358974359,-0.204375093884888,0.547806163357029
1204,"1204_3",709,"Mingle, 2014",2014,0,"United States",0.739076923,"NorthAmerica","3.Middle",8,162,"SAT",0,"0","Accuracy","Raw",1,"NationalTest",89,40,49,36,21,36,22,0,0.0454081632653061,0.0454081632653061,-0.423409091605342,0.423409091605342
1204,"1204_4",710,"Mingle, 2014",2014,0,"United States",0.739076923,"NorthAmerica","3.Middle",4,114,"NAEP, TIMSS, Massachussetts Comprehensive Assessment System (MCAS)",0,"0","Accuracy","Raw",1,"NationalTest",36,21,15,69,25,56,29,0.486532814700957,0.117573411227115,0.114285714285714,-0.208879920684161,1.18194555008607
1204,"1204_5",711,"Mingle, 2014",2014,0,"United States",0.739076923,"NorthAmerica","3.Middle",8,162,"NAEP, TIMSS, Massachussetts Comprehensive Assessment System (MCAS)",0,"0","Accuracy","Raw",1,"NationalTest",55,22,33,68,20,55,20,0.65,0.0795984848484848,0.0757575757575758,0.0845947682129067,1.21540523178709
1204,"1204_6",712,"Mingle, 2014",2014,0,"United States",0.739076923,"NorthAmerica","4.High",12,210,"NAEP, TIMSS, Massachussetts Comprehensive Assessment System (MCAS)",0,"0","Accuracy","Raw",1,"NationalTest",69,29,40,57,22,48,24,0.388179120722057,0.0605746646334762,0.0594827586206897,-0.102815265199674,0.879173506643787
2101,"2101_1",713,"Mitamura, 2017",2017,0,"United States",0.739076923,"NorthAmerica","5.UniversityAdults",14,NA,"30-question math test",0,"0","Accuracy","Raw",1,"BroadMathematics",411,301,110,11.47,5.16,8.52,2.69,0.636832321014846,0.0129065446323397,0.0124131682271217,0.413509106637001,0.860155535392691
474,"474_1",714,"Mittal et al., 2011",2011,1,"India",0.648153846153846,"EastAsia&Oceania",NA,13,222,"Montreal Cognition Assessment Test (MOCA) - Mathematical Ability sub-test",1,"0","Accuracy","Raw",1,"Computation",200,100,100,2.8,0.6,2.12,0.77,0.985145203239629,0.0224262776786651,0.02,0.689845743170284,1.28044466330897
3254,"3254_1",715,"Moe & Putwain, 2020",2020,1,"Italy",0.700923076923077,"CentralEurope","4.High",13,219,"ACFL",1,"0","Accuracy","Raw",1,"Computation",40,20,20,18.2,4.49,18.2,3.12,0,0.1,0.1,-0.639120155628162,0.639120155628162
3254,"3254_1",716,"Moe & Putwain, 2020",2020,1,"Italy",0.700923076923077,"CentralEurope","4.High",13,219,"ACFL",1,"0","Accuracy","Raw",1,"Computation",40,20,20,14.7,5.94,13.05,4.44,0.314650663842609,0.101237563003207,0.1,-0.328412088559681,0.957713416244899
3254,"3254_1",717,"Moe & Putwain, 2020",2020,1,"Italy",0.700923076923077,"CentralEurope","4.High",13,219,"ACFL",1,"0","Accuracy","Raw",1,"Computation",40,20,20,8.35,3.63,9.65,2.74,-0.404236789938067,0.102042592279243,0.1,-1.04985125959289,0.241377679716755
2632,"2632_1",718,"Moe, 2018",2018,1,"Italy",0.700923076923077,"CentralEurope","2.Primary",2,94,"AC-MT 6-11",1,"0","Accuracy","Raw",1,"BroadMathematics",61,36,25,23.89,2.94,22.56,3.65,0.409533667545219,0.069152514047065,0.0677777777777778,-0.116304659139571,0.935371994230008
2632,"2632_2",719,"Moe, 2018",2018,1,"Italy",0.700923076923077,"CentralEurope","2.Primary",2,118,"AC-MT 6-11",1,"0","Accuracy","Raw",1,"BroadMathematics",59,29,30,26.38,3.75,25.93,3.03,0.13224499879462,0.06796430161255,0.067816091954023,-0.389413773291254,0.653903770880494
97,"97_1",720,"Mohan, 2010",2010,0,"United States",0.739076923,"NorthAmerica","2.Primary",1,84,"Woodcock-Johnson Psycho-Educational Battery Revised edition (Applied Problems)",1,"0","Accuracy","Raw",1,"AdvancedMaths",1123,570,553,471.22,16.21,468.89,14.67,0.150605851881003,0.0035728031259084,0.00356270422892675,0.0333266617315396,0.267885042030466
1643,"1643_1",721,"Mok et al., 2015",2015,1,"China",0.681307692307692,"EastAsia&Oceania","2.Primary",3,NA,"Territory wide system assessment",1,"0","Accuracy","Raw",1,"BroadMathematics",866,429,437,22.107,0.047,22.099,0.052,0.161335195887946,0.00463436016767727,0.00461933185045313,0.0277216825454999,0.294948709230392
2038,"2038_1",722,"Monir et al., 2016",2016,1,"Egypt",0.611230769230769,"Africa","2.Primary",3,NA,"mid-year Arabic test",1,"0","Accuracy","Raw",1,"NationalTest",407,203,204,60.26,22.31,65.37,20.78,-0.237049386656118,0.00989710160552111,0.00982806915869796,-0.432616351863572,-0.0414824214486643
3943,"3943_1",723,"Mononen et al., 2022",2022,1,"Norway",0.843923076923077,"NorthEurope","2.Primary",1,63,"SYmbolic Magnitude Processing (SYMP) Test (Bran- kaer et al., 2017)",0,"0","Accuracy","Raw",1,"BasicNumeracy",259,140,119,17.41,4.32,17.16,4.05,0.0595495041549081,0.0155530643241616,0.015546218487395,-0.186028923708749,0.305127932018565
3943,"3943_1",724,"Mononen et al., 2022",2022,1,"Norway",0.843923076923077,"NorthEurope","2.Primary",2,63,"SYmbolic Magnitude Processing (SYMP) Test (Bran- kaer et al., 2017)",0,"0","Accuracy","Raw",1,"BasicNumeracy",245,133,112,20.09,4.25,18.86,4.51,0.281420434168368,0.0166089958920067,0.0164473684210526,0.0275743704921642,0.535266497844571
3943,"3943_1",725,"Mononen et al., 2022",2022,1,"Norway",0.843923076923077,"NorthEurope","2.Primary",1,63,"SYmbolic Magnitude Processing (SYMP) Test (Bran- kaer et al., 2017)",0,"0","Accuracy","Raw",1,"BasicNumeracy",259,140,119,8.94,4.29,6.82,3.06,0.561538496686888,0.0161549549415675,0.015546218487395,0.311253333108214,0.811823660265562
3943,"3943_1",726,"Mononen et al., 2022",2022,1,"Norway",0.843923076923077,"NorthEurope","2.Primary",2,63,"SYmbolic Magnitude Processing (SYMP) Test (Bran- kaer et al., 2017)",0,"0","Accuracy","Raw",1,"BasicNumeracy",244,132,112,12.49,4.7,9.37,3.99,0.710929280214255,0.0175400266302838,0.016504329004329,0.450060141742386,0.971798418686123
3943,"3943_1",727,"Mononen et al., 2022",2022,1,"Norway",0.843923076923077,"NorthEurope","2.Primary",1,63,"Regnefaktaproven [Test of arith- metic facts] (Klausen & ReikeraÌŠs, 2016)",1,"0","Accuracy","Raw",1,"Computation",258,139,119,6.01,4.66,5.46,4.02,0.125667105290634,0.0156282110289941,0.0155976059488544,-0.120508359340276,0.371842569921545
3943,"3943_1",728,"Mononen et al., 2022",2022,1,"Norway",0.843923076923077,"NorthEurope","2.Primary",2,63,"Regnefaktaproven [Test of arith- metic facts] (Klausen & ReikeraÌŠs, 2016)",1,"0","Accuracy","Raw",1,"Computation",245,133,112,11.3,6.65,10.65,5.9,0.102873134717084,0.0164689661391068,0.0164473684210526,-0.149900581147647,0.355646850581815
3943,"3943_1",729,"Mononen et al., 2022",2022,1,"Norway",0.843923076923077,"NorthEurope","2.Primary",1,63,"Regnefaktaproven [Test of arith- metic facts] (Klausen & ReikeraÌŠs, 2016)",1,"0","Accuracy","Raw",1,"Computation",256,139,117,4.83,4.13,4.1,3.38,0.191809427565995,0.0158131102929329,0.0157412531513251,-0.0558271382820796,0.439445993414069
3943,"3943_1",730,"Mononen et al., 2022",2022,1,"Norway",0.843923076923077,"NorthEurope","2.Primary",2,63,"Regnefaktaproven [Test of arith- metic facts] (Klausen & ReikeraÌŠs, 2016)",1,"0","Accuracy","Raw",1,"Computation",243,132,111,7.89,5.14,7.51,5.13,0.0739956343710455,0.0165960327450669,0.0165847665847666,-0.179761715098754,0.327752983840845
3943,"3943_1",731,"Mononen et al., 2022",2022,1,"Norway",0.843923076923077,"NorthEurope","2.Primary",1,63,"Regnefaktaproven [Test of arith- metic facts] (Klausen & ReikeraÌŠs, 2016)",1,"0","Accuracy","Raw",1,"AdvancedMaths",258,139,119,11.2,3.7,11.28,2.99,-0.0235901048102336,0.0155986844237477,0.0155976059488544,-0.269532908062747,0.22235269844228
3943,"3943_1",732,"Mononen et al., 2022",2022,1,"Norway",0.843923076923077,"NorthEurope","2.Primary",2,63,"Regnefaktaproven [Test of arith- metic facts] (Klausen & ReikeraÌŠs, 2016)",1,"0","Accuracy","Raw",1,"AdvancedMaths",242,131,111,13.95,3.91,14.37,3.04,-0.118714249367787,0.0166717147146962,0.0166425967952686,-0.37305479863995,0.135626299904377
3943,"3943_1",733,"Mononen et al., 2022",2022,1,"Norway",0.843923076923077,"NorthEurope","2.Primary",2,63,NA,0,"0","Accuracy","Raw",1,"BroadMathematics",240,130,110,47.67,12.9,48.43,11.87,-0.0610988089886119,0.0167909940008414,0.0167832167832168,-0.316358278327336,0.194160660350113
3823,"3823_1",734,"Monzonis-Carda et al., 2022",2022,1,"Spain",0.756461538461539,"CentralEurope","4.High",10,167,"Spanish version of the Science Research Associates Test of Educational Ability (TEA)",1,"0","Accuracy","Raw",1,"BroadMathematics",263,138,125,14.7,4.5,12,4.5,0.6,0.015930787457982,0.0152463768115942,0.351475135182298,0.848524864817702
284,"284_1",735,"Morales et al., 2011",2011,1,"Spain",0.756461538461539,"CentralEurope",NA,5,126,"Math Skills Test",0,"0","Accuracy","Raw",1,"BroadMathematics",243,115,128,12.43,3.56,11.87,3.84,0.15093580901209,0.0165550279320244,0.016508152173913,-0.1025078598324,0.404379477856579
284,"284_2",736,"Morales et al., 2011",2011,1,"Spain",0.756461538461539,"CentralEurope",NA,9,174,"Math Skills Test",0,"0","Accuracy","Raw",1,"BroadMathematics",243,115,128,12.64,2.77,12.52,3,0.0414725108610867,0.0165116912051005,0.016508152173913,-0.211639216036084,0.294584237758258
2228,"2228_1",737,"Morin-Messabel et al., 2017",2017,1,"France",0.750538461538461,"CentralEurope","2.Primary",4,NA,"Geometry test",0,"0","Accuracy","Raw",1,"Geometry",141,71,70,18.23,10.94,21.27,9.44,-0.297370335870114,0.0286837997558242,0.0283702213279678,-0.632189231757029,0.0374485600168
2925,"2925_1",738,"Morrissey et al., 2019",2019,1,"Canada",0.754,"NorthAmerica","3.Middle",8,166,"Chelsea Diagnostic Mathematics Fraction Tests - Fractions knowledge",1,"0","Accuracy","Raw",1,"AdvancedMaths",196,113,83,22.41,7.16,22.4,6.22,0.00147523013588692,0.020897755845004,0.0208977502932082,-0.283618611568738,0.286569071840512
2925,"2925_2",739,"Morrissey et al., 2019",2019,1,"Canada",0.754,"NorthAmerica","5.UniversityAdults",14,252,"Chelsea Diagnostic Mathematics Fraction Tests - Fractions knowledge",1,"0","Accuracy","Raw",1,"AdvancedMaths",80,18,62,32.06,5.62,30.23,7.33,0.261688962359526,0.0721125947700001,0.0716845878136201,-0.27271845642711,0.796096381146162
